x,y,z,device_id,pet_id,user_id
-0.364,0.004,-0.936,2,2,3
-0.363,0.004,-0.938,2,2,3
-0.364,0.004,-0.936,2,2,3
-0.364,0.003,-0.937,2,2,3
-0.363,0.003,-0.937,2,2,3
-0.363,0.005,-0.937,2,2,3
-0.362,0.004,-0.94,2,2,3
-0.345,0.003,-0.936,2,2,3
-0.265,0.055,-1.001,2,2,3
-0.32,0.062,-0.942,2,2,3
-0.356,0.071,-0.932,2,2,3
-0.367,0.08,-0.926,2,2,3
-0.372,0.089,-0.926,2,2,3
-0.374,0.091,-0.925,2,2,3
-0.375,0.091,-0.926,2,2,3
-0.376,0.092,-0.926,2,2,3
-0.379,0.096,-0.926,2,2,3
-0.38,0.096,-0.924,2,2,3
-0.381,0.098,-0.926,2,2,3
-0.381,0.097,-0.924,2,2,3
-0.382,0.098,-0.925,2,2,3
-0.383,0.099,-0.92,2,2,3
-0.383,0.1,-0.925,2,2,3
-0.383,0.1,-0.924,2,2,3
-0.381,0.1,-0.925,2,2,3
-0.383,0.099,-0.924,2,2,3
-0.381,0.1,-0.923,2,2,3
-0.381,0.1,-0.923,2,2,3
-0.383,0.099,-0.924,2,2,3
-0.381,0.102,-0.924,2,2,3
-0.383,0.1,-0.923,2,2,3
-0.383,0.101,-0.924,2,2,3
-0.384,0.101,-0.924,2,2,3
-0.383,0.1,-0.924,2,2,3
-0.384,0.099,-0.92,2,2,3
-0.384,0.099,-0.924,2,2,3
-0.385,0.1,-0.924,2,2,3
-0.384,0.099,-0.926,2,2,3
-0.383,0.099,-0.923,2,2,3
-0.383,0.099,-0.923,2,2,3
-0.385,0.099,-0.925,2,2,3
-0.382,0.099,-0.923,2,2,3
-0.383,0.099,-0.923,2,2,3
-0.385,0.099,-0.923,2,2,3
-0.383,0.1,-0.921,2,2,3
-0.383,0.099,-0.923,2,2,3
-0.382,0.1,-0.923,2,2,3
-0.384,0.099,-0.921,2,2,3
-0.383,0.098,-0.924,2,2,3
-0.383,0.1,-0.922,2,2,3
-0.385,0.1,-0.923,2,2,3
-0.384,0.102,-0.921,2,2,3
-0.386,0.1,-0.923,2,2,3
-0.384,0.101,-0.923,2,2,3
-0.382,0.101,-0.926,2,2,3
-0.386,0.103,-0.922,2,2,3
-0.385,0.103,-0.923,2,2,3
-0.385,0.102,-0.923,2,2,3
-0.386,0.102,-0.924,2,2,3
-0.384,0.101,-0.924,2,2,3
-0.386,0.102,-0.921,2,2,3
-0.386,0.1,-0.923,2,2,3
-0.387,0.102,-0.924,2,2,3
-0.386,0.102,-0.922,2,2,3
-0.385,0.101,-0.924,2,2,3
-0.385,0.102,-0.922,2,2,3
-0.386,0.103,-0.922,2,2,3
-0.386,0.101,-0.923,2,2,3
-0.387,0.101,-0.922,2,2,3
-0.387,0.101,-0.923,2,2,3
-0.386,0.101,-0.92,2,2,3
-0.387,0.101,-0.922,2,2,3
-0.386,0.101,-0.923,2,2,3
-0.387,0.102,-0.922,2,2,3
-0.387,0.101,-0.925,2,2,3
-0.386,0.102,-0.922,2,2,3
-0.387,0.103,-0.922,2,2,3
-0.388,0.101,-0.92,2,2,3
-0.387,0.102,-0.921,2,2,3
-0.388,0.101,-0.921,2,2,3
-0.386,0.102,-0.925,2,2,3
-0.387,0.103,-0.921,2,2,3
-0.388,0.102,-0.922,2,2,3
-0.388,0.101,-0.925,2,2,3
-0.387,0.101,-0.921,2,2,3
-0.386,0.102,-0.922,2,2,3
-0.387,0.102,-0.924,2,2,3
-0.387,0.101,-0.923,2,2,3
-0.386,0.101,-0.923,2,2,3
-0.386,0.102,-0.923,2,2,3
-0.388,0.102,-0.919,2,2,3
-0.388,0.101,-0.923,2,2,3
-0.388,0.102,-0.921,2,2,3
-0.388,0.102,-0.927,2,2,3
-0.387,0.103,-0.923,2,2,3
-0.387,0.101,-0.922,2,2,3
-0.386,0.101,-0.922,2,2,3
-0.387,0.101,-0.921,2,2,3
-0.387,0.102,-0.92,2,2,3
-0.386,0.101,-0.923,2,2,3
-0.388,0.103,-0.924,2,2,3
-0.386,0.102,-0.922,2,2,3
-0.389,0.1,-0.923,2,2,3
-0.388,0.101,-0.924,2,2,3
-0.387,0.101,-0.922,2,2,3
-0.387,0.102,-0.92,2,2,3
-0.388,0.102,-0.922,2,2,3
-0.387,0.102,-0.923,2,2,3
-0.387,0.101,-0.92,2,2,3
-0.387,0.1,-0.922,2,2,3
-0.388,0.102,-0.922,2,2,3
-0.388,0.102,-0.922,2,2,3
-0.387,0.102,-0.923,2,2,3
-0.387,0.102,-0.924,2,2,3
-0.387,0.102,-0.92,2,2,3
-0.387,0.101,-0.921,2,2,3
-0.388,0.103,-0.923,2,2,3
-0.388,0.102,-0.922,2,2,3
-0.388,0.102,-0.922,2,2,3
-0.388,0.102,-0.921,2,2,3
