x,y,z,device_id,pet_id,user_id
-0.388,0.103,-0.922,2,2,3
-0.392,0.109,-0.919,2,2,3
-0.391,0.107,-0.921,2,2,3
-0.392,0.107,-0.921,2,2,3
-0.391,0.107,-0.922,2,2,3
-0.393,0.109,-0.918,2,2,3
-0.392,0.108,-0.92,2,2,3
-0.392,0.107,-0.922,2,2,3
-0.393,0.108,-0.92,2,2,3
-0.393,0.108,-0.919,2,2,3
-0.395,0.109,-0.912,2,2,3
-0.393,0.108,-0.921,2,2,3
-0.393,0.107,-0.92,2,2,3
-0.393,0.109,-0.92,2,2,3
-0.393,0.107,-0.919,2,2,3
-0.392,0.107,-0.917,2,2,3
-0.393,0.108,-0.922,2,2,3
-0.393,0.108,-0.92,2,2,3
-0.392,0.109,-0.92,2,2,3
-0.393,0.108,-0.919,2,2,3
-0.393,0.106,-0.921,2,2,3
-0.392,0.106,-0.92,2,2,3
-0.394,0.108,-0.919,2,2,3
-0.393,0.108,-0.921,2,2,3
-0.394,0.108,-0.919,2,2,3
-0.394,0.108,-0.922,2,2,3
-0.394,0.107,-0.922,2,2,3
-0.394,0.109,-0.921,2,2,3
-0.393,0.106,-0.922,2,2,3
-0.392,0.106,-0.921,2,2,3
-0.394,0.108,-0.92,2,2,3
-0.393,0.107,-0.92,2,2,3
-0.393,0.108,-0.92,2,2,3
-0.394,0.107,-0.919,2,2,3
-0.393,0.108,-0.924,2,2,3
-0.393,0.107,-0.92,2,2,3
-0.394,0.107,-0.919,2,2,3
-0.393,0.108,-0.918,2,2,3
-0.393,0.108,-0.921,2,2,3
-0.394,0.108,-0.922,2,2,3
-0.394,0.107,-0.916,2,2,3
-0.394,0.108,-0.92,2,2,3
-0.394,0.107,-0.92,2,2,3
-0.394,0.107,-0.921,2,2,3
-0.392,0.107,-0.92,2,2,3
-0.393,0.107,-0.92,2,2,3
-0.394,0.107,-0.921,2,2,3
-0.395,0.108,-0.918,2,2,3
-0.392,0.108,-0.919,2,2,3
-0.393,0.108,-0.919,2,2,3
-0.393,0.106,-0.92,2,2,3
-0.394,0.107,-0.92,2,2,3
-0.394,0.108,-0.92,2,2,3
-0.394,0.106,-0.92,2,2,3
-0.394,0.108,-0.92,2,2,3
-0.393,0.106,-0.921,2,2,3
-0.394,0.105,-0.919,2,2,3
-0.394,0.106,-0.921,2,2,3
-0.395,0.106,-0.918,2,2,3
-0.393,0.106,-0.921,2,2,3
-0.395,0.108,-0.922,2,2,3
-0.392,0.107,-0.924,2,2,3
-0.394,0.108,-0.923,2,2,3
-0.394,0.106,-0.92,2,2,3
-0.393,0.105,-0.92,2,2,3
-0.394,0.106,-0.921,2,2,3
-0.396,0.106,-0.921,2,2,3
-0.395,0.105,-0.92,2,2,3
-0.396,0.106,-0.92,2,2,3
-0.396,0.106,-0.922,2,2,3
-0.395,0.106,-0.922,2,2,3
-0.395,0.106,-0.921,2,2,3
-0.394,0.106,-0.919,2,2,3
-0.396,0.104,-0.92,2,2,3
-0.395,0.105,-0.923,2,2,3
-0.396,0.105,-0.922,2,2,3
-0.395,0.104,-0.921,2,2,3
-0.394,0.104,-0.923,2,2,3
-0.395,0.103,-0.92,2,2,3
-0.395,0.104,-0.923,2,2,3
-0.395,0.104,-0.92,2,2,3
-0.395,0.104,-0.921,2,2,3
-0.396,0.104,-0.921,2,2,3
-0.406,0.111,-0.923,2,2,3
-0.456,0.142,-0.897,2,2,3
-0.498,0.178,-0.872,2,2,3
-0.523,0.212,-0.859,2,2,3
-0.53,0.207,-0.855,2,2,3
-0.52,0.197,-0.864,2,2,3
-0.519,0.199,-0.865,2,2,3
-0.518,0.204,-0.864,2,2,3
-0.497,0.21,-0.869,2,2,3
-0.487,0.197,-0.876,2,2,3
-0.486,0.194,-0.877,2,2,3
-0.487,0.197,-0.878,2,2,3
-0.486,0.195,-0.876,2,2,3
-0.488,0.196,-0.877,2,2,3
-0.486,0.196,-0.88,2,2,3
-0.484,0.195,-0.875,2,2,3
-0.485,0.196,-0.874,2,2,3
-0.484,0.195,-0.879,2,2,3
-0.486,0.196,-0.878,2,2,3
-0.486,0.196,-0.876,2,2,3
-0.485,0.197,-0.877,2,2,3
-0.487,0.196,-0.876,2,2,3
-0.487,0.195,-0.876,2,2,3
-0.486,0.195,-0.878,2,2,3
-0.485,0.196,-0.877,2,2,3
-0.485,0.196,-0.877,2,2,3
-0.486,0.195,-0.878,2,2,3
-0.483,0.195,-0.877,2,2,3
-0.485,0.196,-0.876,2,2,3
-0.486,0.196,-0.876,2,2,3
-0.486,0.198,-0.878,2,2,3
-0.485,0.196,-0.877,2,2,3
-0.486,0.195,-0.877,2,2,3
-0.485,0.197,-0.877,2,2,3
-0.484,0.197,-0.878,2,2,3
-0.484,0.195,-0.877,2,2,3
-0.482,0.195,-0.879,2,2,3
