x,y,z,device_id,pet_id,user_id
-0.293,-0.029,-0.942,2,2,3
-0.294,-0.026,-0.943,2,2,3
-0.289,-0.015,-0.954,2,2,3
-0.29,-0.033,-0.945,2,2,3
-0.292,-0.033,-0.946,2,2,3
-0.287,-0.027,-0.943,2,2,3
-0.286,-0.023,-0.944,2,2,3
-0.287,-0.02,-0.944,2,2,3
-0.287,-0.021,-0.944,2,2,3
-0.286,-0.021,-0.947,2,2,3
-0.285,-0.02,-0.944,2,2,3
-0.286,-0.018,-0.942,2,2,3
-0.287,-0.025,-0.945,2,2,3
-0.285,-0.021,-0.95,2,2,3
-0.285,-0.021,-0.945,2,2,3
-0.286,-0.019,-0.946,2,2,3
-0.286,-0.02,-0.945,2,2,3
-0.357,-0.01,-0.985,2,2,3
-0.627,-0.047,-0.832,2,2,3
-0.68,-0.056,-0.811,2,2,3
-0.703,-0.054,-0.806,2,2,3
-0.754,-0.054,-0.773,2,2,3
-0.758,-0.05,-0.761,2,2,3
-0.756,-0.045,-0.767,2,2,3
-0.754,-0.042,-0.764,2,2,3
-0.752,-0.049,-0.766,2,2,3
-0.615,-0.034,-0.835,2,2,3
-0.445,-0.037,-0.928,2,2,3
-0.388,-0.147,-0.945,2,2,3
-0.341,-0.076,-0.937,2,2,3
-0.341,-0.074,-0.934,2,2,3
-0.33,-0.059,-0.944,2,2,3
-0.33,-0.05,-0.937,2,2,3
-0.331,-0.046,-0.938,2,2,3
-0.326,-0.044,-0.94,2,2,3
-0.329,-0.046,-0.938,2,2,3
-0.331,-0.047,-0.94,2,2,3
-0.332,-0.047,-0.94,2,2,3
-0.331,-0.047,-0.938,2,2,3
-0.332,-0.046,-0.934,2,2,3
-0.332,-0.048,-0.939,2,2,3
-0.333,-0.049,-0.936,2,2,3
-0.334,-0.05,-0.939,2,2,3
-0.334,-0.05,-0.937,2,2,3
-0.332,-0.049,-0.938,2,2,3
-0.334,-0.049,-0.941,2,2,3
-0.335,-0.05,-0.939,2,2,3
-0.335,-0.049,-0.935,2,2,3
-0.335,-0.05,-0.939,2,2,3
-0.336,-0.049,-0.938,2,2,3
-0.334,-0.048,-0.938,2,2,3
-0.333,-0.05,-0.94,2,2,3
-0.334,-0.048,-0.938,2,2,3
-0.334,-0.048,-0.937,2,2,3
-0.336,-0.049,-0.941,2,2,3
-0.334,-0.048,-0.94,2,2,3
-0.333,-0.048,-0.939,2,2,3
-0.32,-0.003,-0.94,2,2,3
-0.311,-0.039,-0.951,2,2,3
-0.311,-0.036,-0.942,2,2,3
-0.311,-0.026,-0.953,2,2,3
-0.311,-0.026,-0.93,2,2,3
-0.31,-0.026,-0.94,2,2,3
-0.31,-0.026,-0.94,2,2,3
-0.312,-0.026,-0.944,2,2,3
-0.31,-0.024,-0.942,2,2,3
-0.31,-0.024,-0.939,2,2,3
-0.31,-0.026,-0.942,2,2,3
-0.309,-0.025,-0.942,2,2,3
-0.31,-0.025,-0.942,2,2,3
-0.31,-0.026,-0.942,2,2,3
-0.311,-0.024,-0.938,2,2,3
-0.311,-0.025,-0.941,2,2,3
-0.311,-0.024,-0.939,2,2,3
-0.311,-0.025,-0.94,2,2,3
-0.311,-0.025,-0.942,2,2,3
-0.311,-0.026,-0.941,2,2,3
-0.311,-0.026,-0.942,2,2,3
-0.311,-0.023,-0.94,2,2,3
-0.312,-0.024,-0.942,2,2,3
-0.314,-0.026,-0.938,2,2,3
-0.312,-0.025,-0.942,2,2,3
-0.31,-0.025,-0.94,2,2,3
-0.312,-0.025,-0.942,2,2,3
-0.312,-0.026,-0.942,2,2,3
-0.313,-0.026,-0.942,2,2,3
-0.313,-0.027,-0.94,2,2,3
-0.314,-0.027,-0.939,2,2,3
-0.314,-0.027,-0.941,2,2,3
-0.313,-0.028,-0.942,2,2,3
-0.312,-0.027,-0.94,2,2,3
-0.314,-0.03,-0.944,2,2,3
-0.313,-0.028,-0.943,2,2,3
-0.314,-0.028,-0.941,2,2,3
-0.314,-0.027,-0.94,2,2,3
-0.313,-0.028,-0.942,2,2,3
-0.314,-0.028,-0.943,2,2,3
-0.313,-0.027,-0.941,2,2,3
-0.314,-0.028,-0.94,2,2,3
-0.314,-0.026,-0.942,2,2,3
-0.313,-0.025,-0.941,2,2,3
-0.313,-0.027,-0.94,2,2,3
-0.313,-0.023,-0.939,2,2,3
-0.314,-0.025,-0.941,2,2,3
-0.314,-0.025,-0.94,2,2,3
-0.314,-0.024,-0.942,2,2,3
-0.312,-0.025,-0.942,2,2,3
-0.312,-0.023,-0.94,2,2,3
-0.312,-0.024,-0.941,2,2,3
-0.312,-0.021,-0.942,2,2,3
-0.313,-0.022,-0.942,2,2,3
-0.314,-0.02,-0.945,2,2,3
-0.313,-0.021,-0.941,2,2,3
-0.313,-0.021,-0.939,2,2,3
-0.314,-0.022,-0.941,2,2,3
-0.312,-0.021,-0.942,2,2,3
-0.313,-0.022,-0.941,2,2,3
-0.313,-0.021,-0.941,2,2,3
-0.314,-0.021,-0.942,2,2,3
-0.313,-0.023,-0.939,2,2,3
