x,y,z,device_id,pet_id,user_id
-0.616,-0.093,-0.58,2,2,3
-0.833,-0.33,-0.785,2,2,3
-1.433,-0.284,-0.517,2,2,3
-0.339,-0.081,-0.857,2,2,3
-0.737,-0.386,-1.118,2,2,3
-1.109,-0.219,-0.662,2,2,3
-0.519,0.291,-1.019,2,2,3
-0.575,-0.241,-0.741,2,2,3
-0.954,-0.086,-0.79,2,2,3
-0.389,-0.062,-0.691,2,2,3
-0.773,-0.527,-0.381,2,2,3
-0.886,-0.087,-0.442,2,2,3
-0.603,-0.408,-0.823,2,2,3
-0.39,-0.008,-0.775,2,2,3
-0.897,0.0,-0.734,2,2,3
-0.994,-0.124,-0.515,2,2,3
-0.848,0.242,-0.498,2,2,3
-0.732,-0.134,-0.761,2,2,3
-0.884,-0.428,-0.752,2,2,3
-0.913,-0.109,-0.526,2,2,3
-0.932,-0.21,-0.761,2,2,3
-0.777,-0.617,-0.416,2,2,3
-1.032,0.02,-0.591,2,2,3
-1.146,-0.044,-0.881,2,2,3
-0.931,-0.049,-0.549,2,2,3
-0.938,-0.217,-0.569,2,2,3
-1.043,-0.188,-0.492,2,2,3
-0.974,-0.229,-0.61,2,2,3
-1.017,-0.244,-0.501,2,2,3
-1.039,-0.23,-0.485,2,2,3
-1.07,-0.165,-0.409,2,2,3
-1.095,-0.134,-0.395,2,2,3
-1.088,-0.173,-0.401,2,2,3
-1.042,-0.16,-0.361,2,2,3
-1.132,-0.149,-0.358,2,2,3
-1.077,-0.15,-0.447,2,2,3
-1.005,-0.234,-0.434,2,2,3
-0.824,-0.367,-0.547,2,2,3
-0.876,-0.334,-0.399,2,2,3
-1.033,-0.166,-0.369,2,2,3
-0.979,-0.137,-0.358,2,2,3
-1.032,-0.152,-0.334,2,2,3
-1.026,-0.178,-0.289,2,2,3
-1.012,-0.221,-0.365,2,2,3
-1.108,-0.173,-0.394,2,2,3
-1.101,-0.256,-0.477,2,2,3
-1.102,-0.234,-0.422,2,2,3
-1.316,-0.412,-0.451,2,2,3
-1.092,-0.233,-0.468,2,2,3
-1.087,-0.209,-0.471,2,2,3
-1.059,-0.243,-0.469,2,2,3
-1.081,-0.221,-0.371,2,2,3
-1.079,-0.205,-0.315,2,2,3
-1.086,-0.202,-0.383,2,2,3
-0.965,-0.188,-0.341,2,2,3
-0.967,-0.274,-0.429,2,2,3
-0.939,-0.4,-0.545,2,2,3
-1.275,-0.172,-0.293,2,2,3
-1.134,-0.213,-0.374,2,2,3
-1.108,-0.212,-0.336,2,2,3
-1.098,-0.218,-0.318,2,2,3
-1.042,-0.19,-0.274,2,2,3
-1.135,-0.205,-0.366,2,2,3
-1.12,-0.217,-0.305,2,2,3
-1.008,-0.241,-0.38,2,2,3
-0.937,-0.429,-0.658,2,2,3
-0.587,-0.17,-0.797,2,2,3
-1.28,-0.357,-0.504,2,2,3
-1.039,0.012,-0.609,2,2,3
-1.528,-0.419,-0.483,2,2,3
-1.075,-0.038,-0.442,2,2,3
-1.077,-0.26,-0.385,2,2,3
-0.976,0.054,-0.544,2,2,3
-0.961,0.175,-1.233,2,2,3
-1.523,-0.778,-1.65,2,2,3
-1.998,-0.294,-1.309,2,2,3
1.728,1.998,-1.985,2,2,3
-1.429,-1.15,-1.749,2,2,3
-1.101,-0.007,-0.309,2,2,3
-1.09,-0.001,-0.419,2,2,3
-1.034,-0.134,-0.451,2,2,3
-1.063,-0.072,-0.431,2,2,3
-1.106,-0.065,-0.365,2,2,3
-1.092,-0.088,-0.354,2,2,3
-1.138,-0.062,-0.374,2,2,3
-1.114,-0.041,-0.305,2,2,3
-1.133,-0.054,-0.305,2,2,3
-0.978,-0.131,-0.337,2,2,3
-0.909,0.047,-0.651,2,2,3
-0.237,0.134,-1.56,2,2,3
-0.878,-0.285,-0.726,2,2,3
-0.925,0.067,-0.465,2,2,3
-1.168,-0.201,-0.193,2,2,3
-0.771,0.022,-0.712,2,2,3
-0.975,0.158,-0.49,2,2,3
-0.84,-0.104,-0.666,2,2,3
-0.527,-0.157,-0.819,2,2,3
-0.694,-0.094,-0.877,2,2,3
-0.749,0.091,-0.846,2,2,3
-1.004,0.039,-0.697,2,2,3
-1.095,0.337,-0.623,2,2,3
-1.332,0.017,-0.168,2,2,3
-1.58,0.493,1.778,2,2,3
-0.735,0.053,-0.778,2,2,3
-0.752,0.104,-0.765,2,2,3
-0.736,0.072,-0.781,2,2,3
-0.727,0.058,-0.778,2,2,3
-0.725,0.051,-0.784,2,2,3
-0.721,0.042,-0.78,2,2,3
-0.719,0.043,-0.782,2,2,3
-0.716,0.047,-0.782,2,2,3
-0.693,-0.003,-0.803,2,2,3
-0.664,0.046,-0.892,2,2,3
-0.567,-0.148,-0.875,2,2,3
-0.362,-0.171,-0.966,2,2,3
-0.318,-0.081,-0.939,2,2,3
-0.313,-0.059,-0.941,2,2,3
-0.314,-0.05,-0.936,2,2,3
-0.299,-0.047,-0.938,2,2,3
-0.296,-0.039,-0.941,2,2,3
