x,y,z,device_id,pet_id,user_id
-0.364,0.01,-0.936,2,2,3
-0.365,0.01,-0.935,2,2,3
-0.363,0.008,-0.935,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.364,0.01,-0.938,2,2,3
-0.363,0.009,-0.935,2,2,3
-0.362,0.01,-0.933,2,2,3
-0.363,0.01,-0.936,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.365,0.01,-0.944,2,2,3
-0.364,0.008,-0.937,2,2,3
-0.362,0.008,-0.939,2,2,3
-0.362,0.01,-0.935,2,2,3
-0.363,0.009,-0.934,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.363,0.009,-0.938,2,2,3
-0.362,0.008,-0.936,2,2,3
-0.363,0.009,-0.938,2,2,3
-0.363,0.01,-0.935,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.363,0.01,-0.937,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.364,0.01,-0.936,2,2,3
-0.363,0.009,-0.938,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.362,0.01,-0.935,2,2,3
-0.363,0.01,-0.936,2,2,3
-0.364,0.008,-0.937,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.363,0.011,-0.936,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.362,0.01,-0.936,2,2,3
-0.364,0.009,-0.933,2,2,3
-0.363,0.009,-0.937,2,2,3
-0.363,0.01,-0.934,2,2,3
-0.363,0.01,-0.935,2,2,3
-0.364,0.01,-0.935,2,2,3
-0.363,0.01,-0.937,2,2,3
-0.363,0.01,-0.938,2,2,3
-0.363,0.01,-0.936,2,2,3
-0.364,0.01,-0.936,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.363,0.01,-0.935,2,2,3
-0.364,0.01,-0.935,2,2,3
-0.364,0.011,-0.934,2,2,3
-0.363,0.01,-0.937,2,2,3
-0.364,0.009,-0.937,2,2,3
-0.363,0.01,-0.937,2,2,3
-0.364,0.009,-0.937,2,2,3
-0.364,0.01,-0.939,2,2,3
-0.363,0.009,-0.937,2,2,3
-0.365,0.01,-0.937,2,2,3
-0.364,0.009,-0.936,2,2,3
-0.363,0.01,-0.939,2,2,3
-0.365,0.01,-0.935,2,2,3
-0.364,0.01,-0.936,2,2,3
-0.363,0.009,-0.934,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.363,0.007,-0.938,2,2,3
-0.365,0.008,-0.935,2,2,3
-0.364,0.009,-0.936,2,2,3
-0.363,0.01,-0.935,2,2,3
-0.365,0.01,-0.935,2,2,3
-0.364,0.01,-0.936,2,2,3
-0.364,0.009,-0.937,2,2,3
-0.365,0.009,-0.935,2,2,3
-0.364,0.009,-0.935,2,2,3
-0.363,0.009,-0.936,2,2,3
-0.364,0.009,-0.936,2,2,3
-0.365,0.009,-0.937,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.365,0.01,-0.94,2,2,3
-0.364,0.009,-0.937,2,2,3
-0.365,0.01,-0.937,2,2,3
-0.364,0.009,-0.938,2,2,3
-0.364,0.009,-0.938,2,2,3
-0.365,0.008,-0.933,2,2,3
-0.365,0.01,-0.937,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.364,0.009,-0.936,2,2,3
-0.365,0.009,-0.938,2,2,3
-0.366,0.01,-0.936,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.365,0.009,-0.937,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.364,0.01,-0.936,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.365,0.008,-0.936,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.366,0.011,-0.934,2,2,3
-0.364,0.008,-0.938,2,2,3
-0.364,0.009,-0.938,2,2,3
-0.364,0.008,-0.938,2,2,3
-0.365,0.009,-0.938,2,2,3
-0.365,0.008,-0.934,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.364,0.009,-0.936,2,2,3
-0.366,0.01,-0.939,2,2,3
-0.365,0.008,-0.934,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.366,0.007,-0.937,2,2,3
-0.364,0.009,-0.936,2,2,3
-0.365,0.009,-0.936,2,2,3
-0.366,0.01,-0.936,2,2,3
-0.366,0.009,-0.937,2,2,3
-0.366,0.01,-0.936,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.365,0.009,-0.935,2,2,3
-0.363,0.009,-0.939,2,2,3
-0.366,0.009,-0.937,2,2,3
-0.364,0.01,-0.937,2,2,3
-0.366,0.008,-0.936,2,2,3
-0.366,0.009,-0.937,2,2,3
-0.366,0.009,-0.936,2,2,3
-0.364,0.01,-0.935,2,2,3
-0.365,0.01,-0.936,2,2,3
-0.364,0.009,-0.935,2,2,3
