x,y,z,device_id,pet_id,user_id
-1.195,-0.18,-0.099,2,2,3
-1.154,-0.078,0.043,2,2,3
-1.142,-0.16,0.141,2,2,3
-1.158,-0.039,0.1,2,2,3
-1.163,-0.051,0.167,2,2,3
-1.143,-0.042,0.13,2,2,3
-1.12,-0.031,0.133,2,2,3
-1.157,-0.032,0.171,2,2,3
-1.145,0.037,0.077,2,2,3
-1.144,0.055,0.15,2,2,3
-1.156,0.001,-0.223,2,2,3
-1.081,-0.008,-0.255,2,2,3
-1.144,0.02,-0.099,2,2,3
-1.118,0.02,-0.065,2,2,3
-1.126,0.023,-0.057,2,2,3
-1.142,0.02,-0.001,2,2,3
-1.188,0.073,0.193,2,2,3
-1.192,0.061,0.099,2,2,3
-1.159,0.06,0.231,2,2,3
-1.144,0.041,0.083,2,2,3
-1.149,0.054,0.07,2,2,3
-1.145,0.095,0.082,2,2,3
-1.152,0.058,0.131,2,2,3
-1.152,0.064,0.115,2,2,3
-1.141,0.077,0.12,2,2,3
-1.15,0.096,0.135,2,2,3
-1.144,0.088,0.136,2,2,3
-1.175,0.093,0.068,2,2,3
-1.141,0.09,0.022,2,2,3
-1.12,0.108,0.259,2,2,3
-1.138,0.076,0.193,2,2,3
-1.138,0.117,0.203,2,2,3
-1.125,0.111,0.24,2,2,3
-1.177,-0.034,0.222,2,2,3
-1.239,-0.035,0.268,2,2,3
-1.18,-0.028,0.19,2,2,3
-1.195,0.02,0.058,2,2,3
-1.173,-0.041,0.055,2,2,3
-1.195,-0.082,0.078,2,2,3
-1.182,-0.082,0.142,2,2,3
-1.243,0.112,0.318,2,2,3
-1.12,-0.059,0.148,2,2,3
-1.166,-0.086,0.284,2,2,3
-1.153,-0.004,0.218,2,2,3
-1.169,-0.099,0.165,2,2,3
-1.148,-0.097,0.226,2,2,3
-1.17,-0.073,0.186,2,2,3
-1.186,-0.105,0.135,2,2,3
-1.199,-0.03,0.199,2,2,3
-1.164,0.019,0.292,2,2,3
-1.156,0.074,0.258,2,2,3
-1.161,0.004,0.143,2,2,3
-1.162,0.039,0.254,2,2,3
-1.135,0.088,-0.383,2,2,3
-1.037,0.119,-0.346,2,2,3
-1.157,0.034,-0.125,2,2,3
-1.101,0.398,-0.071,2,2,3
-1.196,0.006,0.009,2,2,3
-1.137,0.011,0.138,2,2,3
-1.181,0.019,0.105,2,2,3
-1.148,0.046,0.024,2,2,3
-1.221,-0.091,0.228,2,2,3
-1.208,0.034,-0.075,2,2,3
-1.149,-0.04,-0.009,2,2,3
-1.185,0.008,-0.087,2,2,3
-1.146,0.136,0.099,2,2,3
-1.172,0.075,0.084,2,2,3
-1.237,0.034,0.146,2,2,3
-1.252,0.063,0.053,2,2,3
-1.181,0.083,0.022,2,2,3
-1.121,-0.067,-0.14,2,2,3
-1.106,-0.123,0.011,2,2,3
-1.108,-0.242,-0.115,2,2,3
-1.076,-0.135,-0.037,2,2,3
-1.045,-0.138,-0.035,2,2,3
-1.015,-0.144,0.086,2,2,3
-1.226,-0.09,0.115,2,2,3
-1.275,-0.145,0.169,2,2,3
-1.145,-0.061,0.107,2,2,3
-1.147,-0.042,0.123,2,2,3
-1.128,-0.044,0.138,2,2,3
-1.123,-0.045,0.12,2,2,3
-1.198,-0.017,-0.223,2,2,3
-1.111,0.067,-0.28,2,2,3
-1.136,-0.005,-0.27,2,2,3
-1.09,-0.006,-0.326,2,2,3
-1.105,-0.007,-0.314,2,2,3
-1.129,0.054,-0.312,2,2,3
-1.133,0.024,-0.305,2,2,3
-1.118,0.004,-0.281,2,2,3
-1.117,0.01,-0.286,2,2,3
-1.118,0.008,-0.281,2,2,3
-1.116,0.003,-0.286,2,2,3
-1.116,0.001,-0.279,2,2,3
-1.117,0.002,-0.272,2,2,3
-1.122,0.012,-0.283,2,2,3
-1.123,0.001,-0.277,2,2,3
-1.127,0.014,-0.3,2,2,3
-1.119,0.009,-0.267,2,2,3
-1.135,0.011,-0.284,2,2,3
-1.154,0.008,-0.144,2,2,3
-1.186,0.008,-0.03,2,2,3
-1.172,-0.129,0.055,2,2,3
-1.143,-0.145,0.244,2,2,3
-1.083,-0.105,0.346,2,2,3
-1.178,-0.065,0.278,2,2,3
-1.148,-0.085,0.32,2,2,3
-1.114,-0.165,0.393,2,2,3
-1.102,-0.117,0.352,2,2,3
-1.116,-0.123,0.342,2,2,3
-1.119,-0.123,0.341,2,2,3
-1.118,-0.131,0.334,2,2,3
-1.106,-0.129,0.328,2,2,3
-1.131,-0.109,0.23,2,2,3
-1.156,-0.187,0.25,2,2,3
-1.179,-0.062,0.229,2,2,3
-1.18,-0.065,0.203,2,2,3
-1.169,-0.01,0.203,2,2,3
-1.169,-0.029,0.204,2,2,3
-1.181,-0.021,0.201,2,2,3
